date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:32:12	27804/27804	---M--	200	added ('OK')	font/woff2	etag:%226c9c-60a193716cff4%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/fonts/lato/Lato-Bold.woff2	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/fonts/lato/Lato-Bold.woff2	(from http://localhost/nxtech/)
22:32:27	183156/183156	---MC-	200	added ('OK')	application/json	date:Mon,%2020%20Nov%202023%2017:01:56%20GMT	http://localhost/nxtech/wp-json/	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-json/index.html	(from http://localhost/nxtech/)
22:32:46	238984/238984	---M--	200	added ('OK')	font/ttf	etag:%223a588-60a1937167245%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/fonts/dm-sans/DMSans-VariableFont_wght.ttf	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/fonts/dm-sans/DMSans-VariableFont_wght.ttf	(from http://localhost/nxtech/)
22:32:48	128420/128420	---M--	200	added ('OK')	font/ttf	etag:%221f5a4-60a1937164754%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/fonts/albert-sans/AlbertSans-VariableFont_wght.ttf	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/fonts/albert-sans/AlbertSans-VariableFont_wght.ttf	(from http://localhost/nxtech/)
22:32:57	283524/283524	---M--	200	added ('OK')	font/ttf	etag:%2245384-60a1937166a77%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/fonts/dm-sans/DMSans-Italic-VariableFont_wght.ttf	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/fonts/dm-sans/DMSans-Italic-VariableFont_wght.ttf	(from http://localhost/nxtech/)
22:33:09	141380/141380	---M--	200	added ('OK')	font/ttf	etag:%2222844-60a1937163b9d%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/fonts/albert-sans/AlbertSans-Italic-VariableFont_wght.ttf	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/fonts/albert-sans/AlbertSans-Italic-VariableFont_wght.ttf	(from http://localhost/nxtech/)
22:33:09	129508/129508	---M--	200	added ('OK')	font/ttf	etag:%221f9e4-60a193716994e%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/fonts/hanken-grotesk/HankenGrotesk-VariableFont_wght.ttf	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/fonts/hanken-grotesk/HankenGrotesk-VariableFont_wght.ttf	(from http://localhost/nxtech/)
22:33:19	138676/138676	---M--	200	added ('OK')	font/ttf	etag:%2221db4-60a1937168d98%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/fonts/hanken-grotesk/HankenGrotesk-Italic-VariableFont_wght.ttf	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/fonts/hanken-grotesk/HankenGrotesk-Italic-VariableFont_wght.ttf	(from http://localhost/nxtech/)
22:33:37	110572/110572	---M--	200	added ('OK')	font/ttf	etag:%221afec-60a1937174ce0%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/fonts/outfit/Outfit-VariableFont_wght.ttf	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/fonts/outfit/Outfit-VariableFont_wght.ttf	(from http://localhost/nxtech/)
22:33:54	277356/277356	---M--	200	added ('OK')	font/ttf	etag:%2243b6c-60a1937175c7d%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/fonts/playfair-display/PlayfairDisplay-Italic-VariableFont_wght.ttf	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/fonts/playfair-display/PlayfairDisplay-Italic-VariableFont_wght.ttf	(from http://localhost/nxtech/)
22:33:57	298268/298268	---M--	200	added ('OK')	font/ttf	etag:%2248d1c-60a1937176064%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/fonts/playfair-display/PlayfairDisplay-VariableFont_wght.ttf	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/fonts/playfair-display/PlayfairDisplay-VariableFont_wght.ttf	(from http://localhost/nxtech/)
22:33:58	124196/124196	---M--	200	added ('OK')	font/ttf	etag:%221e524-60a1937177fa0%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/fonts/quicksand/Quicksand-VariableFont_wght.ttf	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/fonts/quicksand/Quicksand-VariableFont_wght.ttf	(from http://localhost/nxtech/)
22:34:15	126336/126336	---M--	200	added ('OK')	font/ttf	etag:%221ed80-60a1937174129%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/fonts/oswald/Oswald-VariableFont_wght.ttf	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/fonts/oswald/Oswald-VariableFont_wght.ttf	(from http://localhost/nxtech/)
22:34:21	803384/803384	---M--	200	added ('OK')	font/ttf	etag:%22c4238-60a193716b889%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/fonts/inter/Inter-VariableFont_wght.ttf	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/fonts/inter/Inter-VariableFont_wght.ttf	(from http://localhost/nxtech/)
22:34:42	275644/275644	---M--	200	added ('OK')	font/ttf	etag:%22434bc-60a1937171638%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/fonts/nunito/Nunito-VariableFont_wght.ttf	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/fonts/nunito/Nunito-VariableFont_wght.ttf	(from http://localhost/nxtech/)
22:34:43	280276/280276	---M--	200	added ('OK')	font/ttf	etag:%22446d4-60a1937170e6b%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/fonts/nunito/Nunito-Italic-VariableFont_wght.ttf	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/fonts/nunito/Nunito-Italic-VariableFont_wght.ttf	(from http://localhost/nxtech/)
22:35:10	176144/176144	---M--	200	added ('OK')	font/ttf	etag:%222b010-60a1937177002%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/fonts/plus-jakarta-sans/PlusJakartaSans-VariableFont_wght.ttf	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/fonts/plus-jakarta-sans/PlusJakartaSans-VariableFont_wght.ttf	(from http://localhost/nxtech/)
22:35:12	181092/181092	---M--	200	added ('OK')	font/ttf	etag:%222c364-60a1937176c1a%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/fonts/plus-jakarta-sans/PlusJakartaSans-Italic-VariableFont_wght.ttf	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/fonts/plus-jakarta-sans/PlusJakartaSans-Italic-VariableFont_wght.ttf	(from http://localhost/nxtech/)
22:35:16	75226/75226	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2017:05:11%20GMT	http://localhost/nxtech/wp-content/themes/fotawp/assets/fonts/open-sans/OpenSans-VariableFont_wght.ttf	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/fonts/open-sans/OpenSans-VariableFont_wght.23.delayed	(from http://localhost/nxtech/)
22:35:20	394140/394140	---M--	200	added ('OK')	font/ttf	etag:%226039c-60a193716fecc%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/fonts/montserrat/Montserrat-VariableFont_wght.ttf	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/fonts/montserrat/Montserrat-VariableFont_wght.ttf	(from http://localhost/nxtech/)
22:35:21	75226/75226	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2017:05:16%20GMT	http://localhost/nxtech/wp-content/themes/fotawp/assets/fonts/open-sans/OpenSans-Italic-VariableFont_wght.ttf	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/fonts/open-sans/OpenSans-Italic-VariableFont_wght.24.delayed	(from http://localhost/nxtech/)
22:35:21	2612/2612	---M--	200	added ('OK')	image/svg+xml	etag:%22a34-60a193717be16%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/images/icon_easy_customize.svg	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/images/icon_easy_customize.svg	(from http://localhost/nxtech/)
22:35:22	2652/2652	---M--	200	added ('OK')	image/svg+xml	etag:%22a5c-60a193717c9cc%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/images/icon_mobile_first.svg	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/images/icon_mobile_first.svg	(from http://localhost/nxtech/)
22:35:26	68600/68600	---MC-	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2017:05:22%20GMT	http://localhost/nxtech/contact-us/	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/contact-us/index.html	(from http://localhost/nxtech/)
22:35:26	1015/1015	---M--	200	added ('OK')	image/svg+xml	etag:%223f7-60a193717cdb3%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/images/icon_pagebuilder.svg	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/images/icon_pagebuilder.svg	(from http://localhost/nxtech/)
22:35:29	404112/404112	---M--	200	added ('OK')	font/ttf	etag:%2262a90-60a193716f6fd%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/fonts/montserrat/Montserrat-Italic-VariableFont_wght.ttf	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/fonts/montserrat/Montserrat-Italic-VariableFont_wght.ttf	(from http://localhost/nxtech/)
22:35:29	930/930	---M--	200	added ('OK')	image/svg+xml	etag:%223a2-60a193717c1fd%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/images/icon_ecommerce.svg	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/images/icon_ecommerce.svg	(from http://localhost/nxtech/)
22:35:29	36894/36894	---M--	200	added ('OK')	image/png	etag:%22901e-60a1937178f3d%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/images/banner_featured_image.png	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/images/banner_featured_image.png	(from http://localhost/nxtech/)
22:35:29	895/895	---M--	200	added ('OK')	image/svg+xml	etag:%2237f-60a193717d19b%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/images/icon_screen.svg	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/images/icon_screen.svg	(from http://localhost/nxtech/)
22:35:30	1050/1050	---M--	200	added ('OK')	image/svg+xml	etag:%2241a-60a193717ba2e%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/images/icon_data.svg	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/images/icon_data.svg	(from http://localhost/nxtech/)
22:35:30	1935/1935	---M--	200	added ('OK')	image/svg+xml	etag:%2278f-60a193717c5e4%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/images/icon_marketing.svg	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/images/icon_marketing.svg	(from http://localhost/nxtech/)
22:35:30	620/620	---M--	200	added ('OK')	image/svg+xml	etag:%2226c-60a193717d19b%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/images/icon_social.svg	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/images/icon_social.svg	(from http://localhost/nxtech/)
22:36:07	275748/275748	---M--	200	added ('OK')	image/jpeg	etag:%2243524-6088b3b8a73de%22	http://localhost/nxtech/wp-content/uploads/2023/10/Nx-jpg-01.jpg	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/uploads/2023/10/Nx-jpg-01.jpg	(from http://localhost/nxtech/)
22:36:33	386816/386816	---M--	200	added ('OK')	image/jpeg	etag:%225e700-608c1be444cdd%22	http://localhost/nxtech/wp-content/uploads/2023/10/w8.jpg	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/uploads/2023/10/w8.jpg	(from http://localhost/nxtech/)
22:36:39	75226/75226	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2017:06:33%20GMT	http://localhost/nxtech/growsoft.in	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/growsoft.33.delayed	(from http://localhost/nxtech/)
22:36:55	101354/101354	---M--	200	added ('OK')	image/png	etag:%2218bea-60a59ea3bf22e%22	http://localhost/nxtech/wp-content/uploads/2023/11/pro3-3.png	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/uploads/2023/11/pro3-3.png	(from http://localhost/nxtech/)
22:37:09	86984/86984	---M--	200	added ('OK')	image/png	etag:%22153c8-60a59f8484d42%22	http://localhost/nxtech/wp-content/uploads/2023/11/pro5-1.png	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/uploads/2023/11/pro5-1.png	(from http://localhost/nxtech/)
22:38:08	360795/360795	---M--	200	added ('OK')	image/png	etag:%225815b-60a59f8b7b39a%22	http://localhost/nxtech/wp-content/uploads/2023/11/pro6-1.png	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/uploads/2023/11/pro6-1.png	(from http://localhost/nxtech/)
22:38:41	936335/936335	---M--	200	added ('OK')	image/png	etag:%22e498f-60a59e9b945a5%22	http://localhost/nxtech/wp-content/uploads/2023/11/pro4-1.png	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/uploads/2023/11/pro4-1.png	(from http://localhost/nxtech/)
22:38:45	1190915/1190915	---M--	200	added ('OK')	image/png	etag:%22122c03-60a59e8eff92c%22	http://localhost/nxtech/wp-content/uploads/2023/11/pro1-1.png	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/uploads/2023/11/pro1-1.png	(from http://localhost/nxtech/)
22:38:45	1427/1427	---M--	200	added ('OK')	image/svg+xml	etag:%22593-60a1937184a9f%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/images/review_star.svg	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/images/review_star.svg	(from http://localhost/nxtech/)
22:38:51	38632/38632	---M--	200	added ('OK')	image/jpeg	etag:%2296e8-60a7063030aed%22	http://localhost/nxtech/wp-content/uploads/2023/11/Cathy.jpg	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/uploads/2023/11/Cathy.jpg	(from http://localhost/nxtech/)
22:38:57	301117/301117	---M--	200	added ('OK')	image/png	etag:%224983d-60a59f93bbcc1%22	http://localhost/nxtech/wp-content/uploads/2023/11/pro7-1.png	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/uploads/2023/11/pro7-1.png	(from http://localhost/nxtech/)
22:38:58	5300/5300	---M--	200	added ('OK')	image/png	etag:%2214b4-60a3d9f7f1e09%22	http://localhost/nxtech/wp-content/uploads/2023/11/Zodeg-2.png	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/uploads/2023/11/Zodeg-2.png	(from http://localhost/nxtech/)
22:38:59	4602/4602	---M--	200	added ('OK')	image/png	etag:%2211fa-60a3da415e32c%22	http://localhost/nxtech/wp-content/uploads/2023/11/Startist.png	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/uploads/2023/11/Startist.png	(from http://localhost/nxtech/)
22:38:59	48716/48716	---M--	200	added ('OK')	image/jpeg	etag:%22be4c-60a706b3d49ee%22	http://localhost/nxtech/wp-content/uploads/2023/11/richard.jpg	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/uploads/2023/11/richard.jpg	(from http://localhost/nxtech/)
22:39:00	7944/7944	---M--	200	added ('OK')	image/png	etag:%221f08-60a3dc879b376%22	http://localhost/nxtech/wp-content/uploads/2023/11/Incloud.png	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/uploads/2023/11/Incloud.png	(from http://localhost/nxtech/)
22:39:01	6659/6659	---M--	200	added ('OK')	image/png	etag:%221a03-60a3dcf464de1%22	http://localhost/nxtech/wp-content/uploads/2023/11/2.png	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/uploads/2023/11/2.png	(from http://localhost/nxtech/)
22:39:01	5994/5994	---M--	200	added ('OK')	image/png	etag:%22176a-60a3dca328015%22	http://localhost/nxtech/wp-content/uploads/2023/11/Gogonut.png	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/uploads/2023/11/Gogonut.png	(from http://localhost/nxtech/)
22:39:07	41265/41265	---M--	200	added ('OK')	image/png	etag:%22a131-6088e24281290%22	http://localhost/nxtech/wp-content/uploads/2023/10/Python-dev.png	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/uploads/2023/10/Python-dev.png	(from http://localhost/nxtech/)
22:39:14	75303/75303	---M--	200	added ('OK')	image/png	etag:%2212627-6088e216a0d6e%22	http://localhost/nxtech/wp-content/uploads/2023/10/Web-Dev.png	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/uploads/2023/10/Web-Dev.png	(from http://localhost/nxtech/)
22:39:14	40342/40342	---M--	200	added ('OK')	image/png	etag:%229d96-6088e2406c745%22	http://localhost/nxtech/wp-content/uploads/2023/10/Java-dev.png	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/uploads/2023/10/Java-dev.png	(from http://localhost/nxtech/)
22:39:16	11117/11117	---M--	200	added ('OK')	application/javascript	etag:%222b6d-60a84cbe65c24%22	http://localhost/nxtech/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.8.3	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/plugins/contact-form-7/includes/swv/js/indexc8d8.js	(from http://localhost/nxtech/)
22:39:19	13182/13182	---M--	200	added ('OK')	application/javascript	etag:%22337e-60a84cbe60e10%22	http://localhost/nxtech/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.8.3	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/plugins/contact-form-7/includes/js/indexc8d8.js	(from http://localhost/nxtech/)
22:39:25	104416/104416	---MC-	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2017:09:19%20GMT	http://localhost/nxtech/2023/11/16/the-indispensable-role-of-a-website-in-boosting-your-business/	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/2023/11/16/the-indispensable-role-of-a-website-in-boosting-your-business/index.html	(from http://localhost/nxtech/)
22:39:26	384/384	---M--	200	added ('OK')	application/javascript	etag:%22180-60a1937185e25%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/js/fotawp-scripts.js?ver=1.2.8	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/js/fotawp-scripts1efe.js	(from http://localhost/nxtech/)
22:39:33	100491/100491	---MC-	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2017:09:26%20GMT	http://localhost/nxtech/2023/10/25/hello-world/	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/2023/10/25/hello-world/index.html	(from http://localhost/nxtech/)
22:39:34	481/481	---M--	200	added ('OK')	image/svg+xml	etag:%221e1-60a1937185657%22	http://localhost/nxtech/wp-content/themes/fotawp/assets/images/up-arrow.svg	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/themes/fotawp/assets/images/up-arrow.svg	(from http://localhost/nxtech/wp-content/themes/fotawp/style.css?ver=1.2.8)
22:39:36	3706/3706	---M--	200	added ('OK')	application/json	date:Mon,%2020%20Nov%202023%2017:09:34%20GMT	http://localhost/nxtech/wp-json/wp/v2/pages/537	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-json/wp/v2/pages/537.json	(from http://localhost/nxtech/contact-us/)
22:39:37	1534229/1534229	---M--	200	added ('OK')	image/jpeg	etag:%22176915-60a1d6cdf967e%22	http://localhost/nxtech/wp-content/uploads/2023/11/mobileicon.jpg	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-content/uploads/2023/11/mobileicon.jpg	(from http://localhost/nxtech/)
22:39:38	2075/2075	---M--	200	added ('OK')	application/json	date:Mon,%2020%20Nov%202023%2017:09:36%20GMT	http://localhost/nxtech/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fnxtech%2Fcontact-us%2F	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/wp-json/oembed/1.0/embed1688.json	(from http://localhost/nxtech/contact-us/)
22:39:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Nov%202023%2017:09:37%20GMT	http://localhost/nxtech/?p=537	F:/Wordpress/nxtechproject/nxtechproject/localhost/nxtech/indexfbc0.html	(from http://localhost/nxtech/contact-us/)
